,origem,destino,distance,STEPS_Status.FULL_JUMP,STEPS_Status.SINGLE_JUMP,STEPS_Status.SEQUENTIAL
961,663,441,-222,51,764,779
962,365,29,-336,43,650,665
963,907,208,-699,22,287,302
964,286,596,310,22,296,311
965,307,430,123,11,109,124
966,642,895,253,19,239,254
967,337,13,-324,44,662,677
968,386,872,486,33,472,487
969,585,502,-83,60,903,918
970,429,558,129,10,115,130
971,951,14,-937,8,49,64
972,823,581,-242,50,744,759
973,660,536,-124,57,862,877
974,126,90,-36,62,950,965
975,160,809,649,43,635,650
976,569,146,-423,38,563,578
977,139,491,352,23,338,353
978,220,894,674,44,660,675
979,335,10,-325,45,661,676
980,638,759,121,10,107,122
981,556,17,-539,32,447,462
982,646,261,-385,42,601,616
983,110,637,527,37,513,528
984,406,176,-230,50,756,771
985,705,79,-626,26,360,375
986,367,246,-121,59,865,880
987,233,680,447,32,433,448
988,922,246,-676,22,310,325
989,919,102,-817,15,169,184
990,183,973,790,52,776,791
991,828,449,-379,42,607,622
992,92,880,788,51,774,789
993,917,89,-828,13,158,173
994,797,932,135,12,121,136
995,792,555,-237,51,749,764
996,472,222,-250,50,736,751
997,336,803,467,32,453,468
998,799,426,-373,42,613,628
999,253,219,-34,63,952,967
1000,477,446,-31,63,955,970
1001,328,565,237,18,223,238
1002,123,839,716,47,702,717
1003,548,739,191,16,177,192
1004,285,739,454,31,440,455
1005,367,939,572,38,558,573
1006,552,622,70,7,56,71
1007,395,503,108,9,94,109
1008,298,506,208,14,194,209
1009,617,718,101,9,87,102
1010,79,152,73,7,59,74
1011,771,968,197,15,183,198
1012,54,188,134,11,120,135
1013,280,350,70,7,56,71
1014,490,355,-135,56,851,866
1015,555,481,-74,61,912,927
1016,835,800,-35,63,951,966
1017,435,703,268,19,254,269
1018,175,894,719,49,705,720
1019,991,226,-765,18,221,236
1020,782,877,95,10,81,96
1021,596,652,56,5,42,57
1022,429,906,477,33,463,478
1023,541,706,165,13,151,166
1024,212,983,771,51,757,772
1025,144,125,-19,64,967,982
1026,253,934,681,45,667,682
1027,3,824,821,54,807,822
1028,561,208,-353,44,633,648
1029,140,3,-137,58,849,864
1030,490,882,392,26,378,393
1031,280,237,-43,63,943,958
1032,328,691,363,26,349,364
1033,291,146,-145,57,841,856
1034,890,368,-522,33,464,479
1035,750,190,-560,29,426,441
1036,348,111,-237,51,749,764
1037,522,979,457,31,443,458
1038,329,500,171,14,157,172
1039,690,749,59,7,45,60
1040,787,311,-476,35,510,525
1041,120,296,176,12,162,177
1042,122,919,797,53,783,798
1043,784,973,189,15,175,190
1044,686,608,-78,60,908,923
1045,172,711,539,37,525,540
1046,166,160,-6,64,980,995
1047,419,175,-244,49,742,757
1048,831,250,-581,29,405,420
1049,627,505,-122,58,864,879
1050,286,165,-121,59,865,880
1051,624,720,96,7,82,97
1052,461,724,263,20,249,264
1053,612,250,-362,43,624,639
1054,895,15,-880,9,106,121
1055,306,342,36,4,22,37
1056,698,30,-668,23,318,333
1057,963,50,-913,9,73,88
1058,275,857,582,39,568,583
1059,47,12,-35,63,951,966
1060,136,45,-91,60,895,910
1061,91,899,808,52,794,809
1062,829,645,-184,52,802,817
1063,188,676,488,32,474,489
1064,945,54,-891,10,95,110
1065,427,483,56,5,42,57
1066,214,500,286,21,272,287
1067,934,546,-388,40,598,613
1068,855,85,-770,17,216,231
1069,976,710,-266,49,720,735
1070,958,619,-339,44,647,662
1071,201,853,652,43,638,653
1072,635,93,-542,31,444,459
1073,711,428,-283,48,703,718
1074,250,31,-219,52,767,782
1075,420,682,262,19,248,263
1076,956,511,-445,38,541,556
1077,21,66,45,6,31,46
1078,503,345,-158,55,828,843
1079,879,460,-419,39,567,582
1080,160,492,332,23,318,333
1081,322,321,-1,66,985,1000
1082,965,686,-279,47,707,722
1083,592,286,-306,46,680,695
1084,624,384,-240,49,746,761
1085,817,112,-705,22,281,296
1086,695,863,168,12,154,169
1087,815,692,-123,58,863,878
1088,484,140,-344,42,642,657
1089,285,496,211,16,197,212
1090,43,748,705,46,691,706
1091,468,520,52,5,38,53
1092,232,669,437,30,423,438
1093,924,12,-912,7,74,89
1094,141,865,724,47,710,725
1095,91,67,-24,62,962,977
1096,703,100,-603,28,383,398
1097,124,806,682,45,668,683
1098,422,989,567,39,553,568
1099,539,236,-303,46,683,698
1100,884,262,-622,26,364,379
1101,344,646,302,22,288,303
1102,191,562,371,26,357,372
1103,843,215,-628,25,358,373
1104,109,628,519,36,505,520
1105,199,512,313,22,299,314
1106,7,629,622,42,608,623
1107,233,986,753,49,739,754
1108,932,890,-42,63,944,959
1109,636,206,-430,38,556,571
1110,658,442,-216,50,770,785
1111,329,663,334,24,320,335
1112,871,415,-456,35,530,545
1113,124,733,609,40,595,610
1114,795,480,-315,46,671,686
1115,105,457,352,23,338,353
1116,448,938,490,33,476,491
1117,743,157,-586,29,400,415
1118,5,88,83,8,69,84
1119,391,776,385,26,371,386
1120,104,555,451,31,437,452
1121,626,31,-595,28,391,406
1122,722,223,-499,34,487,502
1123,856,470,-386,41,600,615
1124,871,8,-863,11,123,138
1125,530,982,452,30,438,453
1126,373,621,248,17,234,249
1127,333,352,19,4,5,20
1128,293,528,235,18,221,236
1129,692,887,195,15,181,196
1130,837,904,67,7,53,68
1131,379,732,353,24,339,354
1132,980,956,-24,62,962,977
1133,920,750,-170,55,816,831
1134,631,642,11,4,5,12
1135,553,60,-493,35,493,508
1136,760,652,-108,58,878,893
1137,939,233,-706,21,280,295
1138,403,562,159,14,145,160
1139,227,321,94,9,80,95
1140,158,364,206,16,192,207
1141,462,885,423,30,409,424
1142,800,275,-525,33,461,476
1143,52,810,758,50,744,759
1144,312,612,300,21,286,301
1145,76,761,685,46,671,686
1146,521,340,-181,54,805,820
1147,327,938,611,41,597,612
1148,184,662,478,33,464,479
1149,897,225,-672,22,314,329
1150,534,193,-341,44,645,660
1151,803,317,-486,34,500,515
1152,109,30,-79,60,907,922
1153,248,719,471,33,457,472
1154,925,372,-553,32,433,448
1155,899,47,-852,11,134,149
1156,199,902,703,48,689,704
1157,581,386,-195,53,791,806
1158,778,882,104,8,90,105
1159,234,442,208,14,194,209
1160,821,994,173,14,159,174
1161,399,253,-146,56,840,855
1162,563,164,-399,40,587,602
1163,886,4,-882,10,104,119
1164,275,387,112,8,98,113
1165,90,703,613,41,599,614
1166,822,605,-217,53,769,784
1167,91,799,708,46,694,709
1168,199,83,-116,57,870,885
1169,300,995,695,47,681,696
1170,321,690,369,25,355,370
1171,358,665,307,22,293,308
1172,879,498,-381,42,605,620
1173,249,759,510,35,496,511
1174,381,786,405,28,391,406
1175,751,169,-582,28,404,419
1176,468,357,-111,58,875,890
1177,697,575,-122,58,864,879
1178,908,79,-829,14,157,172
1179,322,135,-187,54,799,814
1180,51,14,-37,63,949,964
1181,204,121,-83,60,903,918
1182,703,787,84,7,70,85
1183,488,942,454,31,440,455
1184,155,827,672,43,658,673
1185,164,877,713,47,699,714
1186,887,698,-189,54,797,812
1187,21,826,805,53,791,806
1188,885,936,51,6,37,52
1189,687,692,5,3,3,6
1190,102,302,200,14,186,201
1191,645,31,-614,26,372,387
1192,203,538,335,25,321,336
1193,37,244,207,17,193,208
1194,439,928,489,33,475,490
1195,80,987,907,60,893,908
1196,44,916,872,56,858,873
1197,569,845,276,19,262,277
1198,413,390,-23,63,963,978
1199,441,656,215,17,201,216
1200,318,814,496,32,482,497
1201,985,632,-353,44,633,648
1202,36,537,501,34,487,502
1203,424,701,277,20,263,278
1204,129,224,95,10,81,96
1205,250,815,565,38,551,566
1206,720,182,-538,32,448,463
1207,461,60,-401,41,585,600
1208,275,525,250,18,236,251
1209,664,220,-444,37,542,557
1210,416,427,11,4,5,12
1211,69,676,607,42,593,608
1212,715,34,-681,24,305,320
1213,846,800,-46,62,940,955
1214,255,612,357,25,343,358
1215,80,835,755,50,741,756
1216,0,724,724,47,710,725
1217,89,653,564,37,550,565
1218,369,472,103,10,89,104
1219,843,525,-318,45,668,683
1220,26,358,332,23,318,333
1221,589,196,-393,42,593,608
1222,874,434,-440,36,546,561
1223,477,271,-206,52,780,795
1224,604,35,-569,31,417,432
1225,486,40,-446,37,540,555
1226,585,152,-433,39,553,568
1227,319,762,443,31,429,444
1228,959,678,-281,49,705,720
1229,672,891,219,17,205,220
1230,638,595,-43,63,943,958
1231,129,942,813,54,799,814
1232,444,454,10,3,4,11
1233,473,607,134,11,120,135
1234,345,407,62,7,48,63
1235,884,741,-143,56,843,858
1236,664,106,-558,30,428,443
1237,298,384,86,8,72,87
1238,855,368,-487,34,499,514
1239,166,273,107,10,93,108
1240,102,772,670,45,656,671
1241,226,262,36,4,22,37
1242,229,932,703,48,689,704
1243,638,961,323,23,309,324
1244,49,858,809,53,795,810
1245,657,403,-254,49,732,747
1246,634,44,-590,28,396,411
1247,959,558,-401,41,585,600
1248,365,304,-61,62,925,940
1249,707,472,-235,51,751,766
1250,875,797,-78,60,908,923
1251,367,685,318,23,304,319
1252,604,562,-42,63,944,959
1253,310,253,-57,63,929,944
1254,300,19,-281,49,705,720
1255,956,739,-217,53,769,784
1256,377,511,134,11,120,135
1257,783,706,-77,61,909,924
1258,692,925,233,17,219,234
1259,99,95,-4,64,982,997
1260,835,101,-734,19,252,267
1261,178,425,247,19,233,248
1262,240,990,750,50,736,751
1263,892,705,-187,54,799,814
1264,904,296,-608,26,378,393
1265,490,173,-317,46,669,684
1266,20,787,767,52,753,768
1267,829,498,-331,45,655,670
1268,445,238,-207,52,779,794
1269,223,450,227,17,213,228
1270,209,689,480,31,466,481
1271,188,580,392,26,378,393
1272,641,617,-24,62,962,977
1273,543,103,-440,36,546,561
1274,427,62,-365,43,621,636
1275,838,107,-731,20,255,270
1276,187,487,300,21,286,301
1277,652,853,201,15,187,202
1278,525,538,13,4,7,14
1279,596,903,307,22,293,308
1280,277,830,553,37,539,554
1281,532,803,271,21,257,272
1282,414,298,-116,57,870,885
1283,624,938,314,22,300,315
1284,397,102,-295,46,691,706
1285,15,215,200,14,186,201
1286,494,102,-392,39,594,609
1287,225,531,306,21,292,307
1288,662,567,-95,59,891,906
1289,36,723,687,47,673,688
1290,877,968,91,9,77,92
1291,133,267,134,11,120,135
1292,619,613,-6,64,980,995
1293,140,234,94,9,80,95
1294,537,216,-321,46,665,680
1295,769,201,-568,28,418,433
1296,119,918,799,54,785,800
1297,97,463,366,26,352,367
1298,198,900,702,47,688,703
1299,829,662,-167,54,819,834
1300,272,744,472,31,458,473
1301,163,138,-25,65,961,976
1302,539,562,23,5,9,24
1303,696,805,109,10,95,110
1304,331,571,240,16,226,241
1305,617,487,-130,57,856,871
1306,21,85,64,5,50,65
1307,710,49,-661,24,325,340
1308,289,295,6,3,4,7
1309,48,229,181,14,167,182
1310,435,847,412,28,398,413
1311,820,621,-199,52,787,802
1312,920,734,-186,54,800,815
1313,133,70,-63,61,923,938
1314,516,640,124,10,110,125
1315,641,796,155,13,141,156
1316,690,779,89,8,75,90
1317,846,98,-748,18,238,253
1318,652,210,-442,38,544,559
1319,181,973,792,51,778,793
1320,352,996,644,42,630,645
1321,821,115,-706,21,280,295
1322,894,112,-782,16,204,219
1323,196,934,738,48,724,739
1324,224,148,-76,60,910,925
1325,737,43,-694,21,292,307
1326,637,326,-311,45,675,690
1327,389,587,198,15,184,199
1328,455,521,66,6,52,67
1329,412,793,381,27,367,382
1330,83,467,384,25,370,385
1331,620,807,187,15,173,188
1332,227,21,-206,52,780,795
1333,814,511,-303,46,683,698
1334,263,189,-74,61,912,927
1335,876,699,-177,55,809,824
1336,854,617,-237,51,749,764
1337,497,756,259,19,245,260
1338,729,642,-87,59,899,914
1339,71,905,834,54,820,835
1340,21,81,60,6,46,61
1341,148,59,-89,61,897,912
1342,300,567,267,20,253,268
1343,581,576,-5,65,981,996
1344,906,100,-806,14,180,195
1345,854,59,-795,16,191,206
1346,688,212,-476,35,510,525
1347,865,844,-21,64,965,980
1348,827,407,-420,38,566,581
1349,307,74,-233,52,753,768
1350,731,352,-379,42,607,622
1351,649,839,190,15,176,191
1352,880,769,-111,58,875,890
1353,2,170,168,12,154,169
1354,541,409,-132,56,854,869
1355,604,10,-594,28,392,407
1356,276,915,639,44,625,640
1357,430,84,-346,44,640,655
1358,316,890,574,39,560,575
1359,941,462,-479,35,507,522
1360,959,187,-772,16,214,229
1361,0,385,385,26,371,386
1362,581,790,209,15,195,210
1363,547,167,-380,41,606,621
1364,186,118,-68,60,918,933
1365,936,723,-213,52,773,788
1366,335,175,-160,54,826,841
1367,903,798,-105,60,881,896
1368,105,174,69,7,55,70
1369,662,635,-27,64,959,974
1370,793,626,-167,54,819,834
1371,247,204,-43,63,943,958
1372,266,442,176,12,162,177
1373,422,82,-340,43,646,661
1374,935,184,-751,18,235,250
1375,935,851,-84,59,902,917
1376,844,397,-447,37,539,554
1377,187,978,791,53,777,792
1378,4,763,759,51,745,760
1379,634,104,-530,32,456,471
1380,339,756,417,28,403,418
1381,837,627,-210,52,776,791
1382,999,126,-873,12,113,128
1383,973,687,-286,47,700,715
1384,988,473,-515,33,471,486
1385,2,687,685,46,671,686
1386,889,639,-250,50,736,751
1387,707,507,-200,51,786,801
1388,984,313,-671,23,315,330
1389,756,748,-8,63,978,993
1390,81,691,610,40,596,611
1391,40,155,115,10,101,116
1392,838,361,-477,36,509,524
1393,636,931,295,22,281,296
1394,382,303,-79,60,907,922
1395,201,252,51,6,37,52
1396,544,9,-535,31,451,466
1397,319,567,248,17,234,249
1398,874,547,-327,44,659,674
1399,270,350,80,6,66,81
1400,172,640,468,31,454,469
1401,601,714,113,9,99,114
1402,365,399,34,4,20,35
1403,281,649,368,24,354,369
1404,362,308,-54,61,932,947
1405,99,462,363,26,349,364
1406,464,454,-10,65,976,991
1407,512,11,-501,34,485,500
1408,632,606,-26,64,960,975
1409,547,810,263,20,249,264
1410,132,258,126,11,112,127
1411,369,560,191,16,177,192
1412,946,331,-615,26,371,386
1413,317,961,644,42,630,645
1414,480,781,301,22,287,302
1415,222,798,576,37,562,577
1416,158,701,543,38,529,544
1417,189,126,-63,61,923,938
1418,805,151,-654,24,332,347
1419,350,422,72,6,58,73
1420,155,336,181,14,167,182
1421,756,153,-603,28,383,398
1422,771,137,-634,26,352,367
1423,691,682,-9,66,977,992
1424,972,131,-841,14,145,160
1425,701,222,-479,35,507,522
1426,282,624,342,24,328,343
1427,938,275,-663,23,323,338
1428,359,630,271,21,257,272
1429,745,533,-212,51,774,789
1430,599,299,-300,46,686,701
1431,579,94,-485,35,501,516
1432,436,942,506,34,492,507
1433,298,282,-16,63,970,985
1434,706,921,215,17,201,216
1435,308,915,607,42,593,608
1436,911,658,-253,50,733,748
1437,363,245,-118,57,868,883
1438,273,316,43,6,29,44
1439,636,998,362,25,348,363
1440,418,423,5,3,3,6
1441,601,174,-427,39,559,574
1442,197,541,344,23,330,345
1443,989,657,-332,44,654,669
1444,776,508,-268,48,718,733
1445,747,729,-18,64,968,983
1446,118,928,810,53,796,811
1447,445,355,-90,60,896,911
1448,130,296,166,13,152,167
1449,48,651,603,41,589,604
1450,895,774,-121,59,865,880
1451,572,488,-84,59,902,917
1452,697,133,-564,29,422,437
1453,116,255,139,12,125,140
1454,999,567,-432,37,554,569
1455,998,762,-236,50,750,765
1456,684,835,151,13,137,152
1457,320,141,-179,54,807,822
1458,458,636,178,13,164,179
1459,914,756,-158,55,828,843
1460,409,211,-198,52,788,803
1461,823,494,-329,46,657,672
1462,771,502,-269,49,717,732
1463,805,707,-98,59,888,903
1464,155,209,54,6,40,55
1465,937,617,-320,44,666,681
1466,155,347,192,13,178,193
1467,368,187,-181,54,805,820
1468,373,449,76,7,62,77
1469,583,943,360,24,346,361
1470,757,903,146,11,132,147
1471,215,709,494,34,480,495
1472,697,114,-583,28,403,418
1473,377,788,411,29,397,412
1474,670,305,-365,43,621,636
1475,244,806,562,37,548,563
1476,657,631,-26,64,960,975
1477,388,28,-360,41,626,641
1478,697,287,-410,40,576,591
1479,791,203,-588,28,398,413
1480,427,179,-248,48,738,753
1481,488,609,121,10,107,122
1482,801,260,-541,32,445,460
1483,884,883,-1,66,985,1000
1484,783,976,193,14,179,194
1485,845,518,-327,44,659,674
1486,981,39,-942,6,44,59
1487,531,420,-111,58,875,890
1488,829,55,-774,16,212,227
1489,546,761,215,17,201,216
1490,284,269,-15,64,971,986
1491,731,175,-556,30,430,445
1492,296,786,490,33,476,491
1493,528,648,120,9,106,121
1494,43,451,408,27,394,409
1495,940,455,-485,35,501,516
1496,822,815,-7,64,979,994
1497,940,761,-179,54,807,822
1498,567,595,28,4,14,29
1499,623,337,-286,47,700,715
1500,700,324,-376,40,610,625
1501,679,749,70,7,56,71
1502,838,500,-338,44,648,663
1503,673,930,257,18,243,258
1504,169,471,302,22,288,303
1505,46,464,418,28,404,419
1506,60,777,717,48,703,718
1507,425,5,-420,38,566,581
1508,770,439,-331,45,655,670
1509,137,542,405,28,391,406
1510,264,993,729,48,715,730
1511,616,918,302,22,288,303
1512,515,198,-317,46,669,684
1513,36,487,451,31,437,452
1514,71,440,369,25,355,370
1515,587,654,67,7,53,68
1516,21,385,364,25,350,365
1517,782,892,110,10,96,111
1518,915,382,-533,32,453,468
1519,106,615,509,35,495,510
1520,228,790,562,37,548,563
1521,384,78,-306,46,680,695
1522,642,330,-312,44,674,689
1523,922,398,-524,32,462,477
1524,207,688,481,32,467,482
1525,373,495,122,10,108,123
1526,798,27,-771,17,215,230
1527,691,999,308,21,294,309
1528,711,507,-204,52,782,797
1529,939,41,-898,9,88,103
1530,675,623,-52,61,934,949
1531,454,186,-268,48,718,733
1532,30,574,544,35,530,545
1533,98,319,221,17,207,222
1534,213,997,784,50,770,785
1535,828,598,-230,50,756,771
1536,238,478,240,16,226,241
1537,908,81,-827,14,159,174
1538,266,532,266,19,252,267
1539,969,133,-836,12,150,165
1540,493,225,-268,48,718,733
1541,790,992,202,15,188,203
1542,825,657,-168,53,818,833
1543,323,725,402,27,388,403
1544,631,510,-121,59,865,880
1545,171,333,162,12,148,163
1546,137,80,-57,63,929,944
1547,345,696,351,26,337,352
1548,256,465,209,15,195,210
1549,694,113,-581,29,405,420
1550,660,25,-635,26,351,366
1551,161,972,811,54,797,812
1552,415,816,401,27,387,402
1553,527,297,-230,50,756,771
1554,489,903,414,29,400,415
1555,901,550,-351,43,635,650
1556,813,959,146,11,132,147
1557,367,856,489,33,475,490
1558,393,463,70,7,56,71
1559,926,242,-684,22,302,317
1560,765,927,162,12,148,163
1561,748,446,-302,46,684,699
1562,883,94,-789,16,197,212
1563,620,515,-105,60,881,896
1564,951,790,-161,56,825,840
1565,561,218,-343,43,643,658
1566,768,666,-102,58,884,899
1567,825,560,-265,50,721,736
1568,628,221,-407,39,579,594
1569,565,847,282,20,268,283
1570,456,235,-221,52,765,780
1571,465,857,392,26,378,393
1572,306,913,607,42,593,608
1573,584,709,125,11,111,126
1574,785,853,68,6,54,69
1575,780,264,-516,32,470,485
1576,318,847,529,35,515,530
1577,398,469,71,8,57,72
1578,904,728,-176,53,810,825
1579,512,540,28,4,14,29
1580,669,807,138,11,124,139
1581,101,650,549,37,535,550
1582,378,663,285,21,271,286
1583,827,438,-389,41,597,612
1584,287,189,-98,59,888,903
1585,736,646,-90,60,896,911
1586,991,161,-830,13,156,171
1587,770,236,-534,31,452,467
1588,549,791,242,17,228,243
1589,366,578,212,15,198,213
1590,190,380,190,15,176,191
1591,162,645,483,33,469,484
1592,41,143,102,9,88,103
1593,951,761,-190,53,796,811
1594,511,258,-253,50,733,748
1595,727,369,-358,42,628,643
1596,4,401,397,28,383,398
1597,943,646,-297,48,689,704
1598,405,929,524,35,510,525
1599,334,7,-327,44,659,674
1600,31,573,542,37,528,543
1601,653,638,-15,64,971,986
1602,116,7,-109,59,877,892
1603,453,477,24,3,10,25
1604,113,288,175,15,161,176
1605,895,153,-742,18,244,259
1606,139,357,218,16,204,219
1607,496,487,-9,66,977,992
1608,422,195,-227,51,759,774
1609,60,372,312,21,298,313
1610,564,581,17,3,3,18
1611,548,947,399,29,385,400
1612,934,569,-365,43,621,636
1613,764,600,-164,54,822,837
1614,481,977,496,32,482,497
1615,856,856,0,1,1,1
1616,606,262,-344,42,642,657
1617,319,375,56,5,42,57
1618,739,477,-262,48,724,739
1619,201,985,784,50,770,785
1620,655,583,-72,59,914,929
1621,448,786,338,23,324,339
1622,456,120,-336,43,650,665
1623,856,836,-20,63,966,981
1624,428,327,-101,59,885,900
1625,248,993,745,49,731,746
1626,100,719,619,42,605,620
1627,660,93,-567,29,419,434
1628,3,669,666,44,652,667
1629,579,281,-298,47,688,703
1630,167,367,200,14,186,201
1631,928,370,-558,30,428,443
1632,724,556,-168,53,818,833
1633,87,509,422,29,408,423
1634,31,524,493,34,479,494
1635,257,212,-45,63,941,956
1636,769,315,-454,36,532,547
1637,197,425,228,16,214,229
1638,341,258,-83,60,903,918
1639,621,404,-217,53,769,784
1640,960,772,-188,53,798,813
1641,143,779,636,42,622,637
1642,157,399,242,17,228,243
1643,200,66,-134,56,852,867
1644,844,523,-321,46,665,680
1645,355,903,548,36,534,549
1646,570,972,402,27,388,403
1647,392,812,420,28,406,421
1648,455,262,-193,54,793,808
1649,158,823,665,44,651,666
1650,592,97,-495,34,491,506
1651,717,386,-331,45,655,670
1652,694,868,174,14,160,175
1653,70,856,786,51,772,787
1654,177,117,-60,61,926,941
1655,618,546,-72,59,914,929
1656,724,770,46,6,32,47
1657,99,180,81,7,67,82
1658,129,993,864,55,850,865
1659,910,297,-613,27,373,388
1660,302,347,45,6,31,46
